## gencode.genes
## GENCODE protein coding genes, combined with entrez id's from GENCODE, and combined with Ensembl product description and transcript type from https://www.ensembl.org/biomart
## GRCh37/hg19, date: 2018-03-27, evidence-based annotation of the human genome, version 28 (Ensembl 92), mapped to GRCh37 with gencode-backmap
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 19724 entries. Columns: 9
#chr	bp1	bp2	geneName	entrez	ensembl	ttype	strand	product
chr1	156691683	156698591	ISG20L2	81875	ENSG00000143319.16_3	protein_coding	-	"interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]"
chr1	156669398	156675608	CRABP2	1382	ENSG00000143320.8_3	protein_coding	-	"cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]"
chr1	156711899	156736717	HDGF	3068	ENSG00000143321.18_3	protein_coding	-	"heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]"
chr1	179068462	179198819	ABL2	27	ENSG00000143322.19_4	protein_coding	-	"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]"
chr1	180601140	180859387	XPR1	9213	ENSG00000143324.13_3	protein_coding	+	"xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]"
chr1	182567758	182573543	RGS16	6004	ENSG00000143333.6_3	protein_coding	-	"regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]"
chr1	179851177	179894135	TOR1AIP1	26092	ENSG00000143337.18_4	protein_coding	+	"torsin 1A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29456]"
chr1	179712298	179785333	FAM163A	148753	ENSG00000143340.6_3	protein_coding	+	"family with sequence similarity 163 member A [Source:HGNC Symbol;Acc:HGNC:28274]"
chr1	185703683	186160081	HMCN1	83872	ENSG00000143341.11_3	protein_coding	+	"hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]"
chr1	183605220	183897665	RGL1	23179	ENSG00000143344.15_4	protein_coding	+	"ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]"
chr1	219347186	219386207	LYPLAL1	127018	ENSG00000143353.11_3	protein_coding	+	"lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]"
chr1	197881032	197904608	LHX9	56956	ENSG00000143355.15_4	protein_coding	+	"LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]"
chr1	150980896	151008189	PRUNE	58497	ENSG00000143363.15_4	protein_coding	+	"prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]"
chr1	151778547	151804348	RORC	6097	ENSG00000143365.17_3	protein_coding	-	"RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]"
chr1	151512781	151556059	TUFT1	7286	ENSG00000143367.15_4	protein_coding	+	"tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]"
chr1	149895209	149900236	SF3B4	10262	ENSG00000143368.9_3	protein_coding	-	"splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]"
chr1	150480538	150486265	ECM1	1893	ENSG00000143369.14_3	protein_coding	+	"extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]"
chr1	151254094	151264656	ZNF687	57592	ENSG00000143373.17_3	protein_coding	+	"zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]"
chr1	150459840	150480085	TARS2	80222	ENSG00000143374.16_3	protein_coding	+	"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]"
chr1	151482986	151511168	CGN	57530	ENSG00000143375.14_3	protein_coding	+	"cingulin [Source:HGNC Symbol;Acc:HGNC:17429]"
chr1	151584482	151671567	SNX27	81609	ENSG00000143376.13_4	protein_coding	+	"sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]"
chr1	150898739	150937220	SETDB1	9869	ENSG00000143379.12_4	protein_coding	+	"SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]"
chr1	150521845	150533413	ADAMTSL4	54507	ENSG00000143382.14_3	protein_coding	+	"ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]"
chr1	150547027	150552214	MCL1	4170	ENSG00000143384.12_4	protein_coding	-	"MCL1, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:6943]"
chr1	150768684	150780799	CTSK	1513	ENSG00000143387.12_3	protein_coding	-	"cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]"
chr1	151313116	151319833	RFX5	5993	ENSG00000143390.17_3	protein_coding	-	"regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]"
chr1	151264273	151300191	PI4KB	5298	ENSG00000143393.16_5	protein_coding	-	"phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]"
chr1	151170425	151222012	PIP5K1A	8394	ENSG00000143398.19_3	protein_coding	+	"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]"
chr1	150190717	150208504	ANP32E	81611	ENSG00000143401.14_4	protein_coding	-	"acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]"
chr1	150968562	150980851	FAM63A	55793	ENSG00000143409.15_4	protein_coding	-	"MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]"
chr1	150954493	150968110	ANXA9	8416	ENSG00000143412.9_3	protein_coding	+	"annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]"
chr1	151336778	151345209	SELENBP1	8991	ENSG00000143416.20_3	protein_coding	-	"selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]"
chr1	150933059	150947480	CERS2	29956	ENSG00000143418.19_3	protein_coding	-	"ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]"
chr1	150573327	150602088	ENSA	2029	ENSG00000143420.18_4	protein_coding	-	"endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]"
chr1	151104161	151119140	SEMA6C	10500	ENSG00000143434.15_4	protein_coding	-	"semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]"
chr1	151732119	151736040	MRPL9	65005	ENSG00000143436.10_4	protein_coding	-	"mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]"
chr1	150782181	150849244	ARNT	405	ENSG00000143437.20_4	protein_coding	-	"aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]"
chr1	151375200	151431941	POGZ	23126	ENSG00000143442.21_4	protein_coding	-	"pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]"
chr1	151020216	151024462	C1orf56	54964	ENSG00000143443.9_3	protein_coding	+	"chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045]"
chr1	151735375	151743810	OAZ3	51686	ENSG00000143450.16_5	protein_coding	+	"ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]"
chr1	150670536	150693364	HORMAD1	84072	ENSG00000143452.15_3	protein_coding	-	"HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]"
chr1	150618701	150669620	GOLPH3L	55204	ENSG00000143457.10_3	protein_coding	-	"golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882]"
chr1	151043054	151098018	GABPB2	126626	ENSG00000143458.11_3	protein_coding	+	"GA binding protein transcription factor beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:28441]"
chr1	210111519	210344734	SYT14	255928	ENSG00000143469.18_5	protein_coding	+	"synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143]"
chr1	210850165	211307522	KCNH1	3756	ENSG00000143473.12_4	protein_coding	-	"potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:6250]"
chr1	212208895	212280742	DTL	51514	ENSG00000143476.17_3	protein_coding	+	"denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]"
chr1	206808881	206857764	DYRK3	8444	ENSG00000143479.15_3	protein_coding	+	"dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]"
chr1	206744620	206785816	EIF2D	1939	ENSG00000143486.15_4	protein_coding	-	"eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]"
chr1	212113741	212208884	INTS7	25896	ENSG00000143493.12_4	protein_coding	-	"integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]"
chr1	213123862	213165379	VASH2	79805	ENSG00000143494.15_5	protein_coding	+	"vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]"
chr1	222731244	222763275	TAF1A	9015	ENSG00000143498.17_3	protein_coding	-	"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]"
chr1	214454445	214510474	SMYD2	56950	ENSG00000143499.13_3	protein_coding	+	"SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]"
chr1	223394161	223537544	SUSD4	55061	ENSG00000143502.14_3	protein_coding	-	"sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]"
chr1	221874766	221915518	DUSP10	11221	ENSG00000143507.17_3	protein_coding	-	"dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]"
chr1	222695600	222721445	HHIPL2	79802	ENSG00000143512.12_3	protein_coding	-	"HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]"
chr1	223967601	224033674	TP53BP2	7159	ENSG00000143514.16_3	protein_coding	-	"tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]"
chr1	154298029	154323783	ATP8B2	57198	ENSG00000143515.16_3	protein_coding	+	"ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]"
chr1	152321211	152332482	FLG2	388698	ENSG00000143520.6_3	protein_coding	-	"filaggrin family member 2 [Source:HGNC Symbol;Acc:HGNC:33276]"
chr1	152381719	152386739	CRNN	49860	ENSG00000143536.7_3	protein_coding	-	"cornulin [Source:HGNC Symbol;Acc:HGNC:1230]"
chr1	155023042	155035251	ADAM15	8751	ENSG00000143537.13_3	protein_coding	+	"ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]"
chr1	153946745	153950164	JTB	10899	ENSG00000143543.14_3	protein_coding	-	"jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]"
chr1	153954093	153958834	RAB13	5872	ENSG00000143545.8_3	protein_coding	-	"RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]"
chr1	153362508	153363664	S100A8	6279	ENSG00000143546.9_3	protein_coding	-	"S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]"
chr1	154127780	154167124	TPM3	7170	ENSG00000143549.19_4	protein_coding	-	"tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]"
chr1	153965161	154127592	NUP210L	91181	ENSG00000143552.9_4	protein_coding	-	"nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]"
chr1	153631130	153634306	SNAPIN	23557	ENSG00000143553.10_3	protein_coding	+	"SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]"
chr1	153746830	153752633	SLC27A3	11000	ENSG00000143554.13_5	protein_coding	+	"solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]"
chr1	153430220	153433177	S100A7	6278	ENSG00000143556.8_3	protein_coding	-	"S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]"
chr1	154192655	154243986	UBAP2L	9898	ENSG00000143569.18_4	protein_coding	+	"ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]"
chr1	153931575	153940660	SLC39A1	27173	ENSG00000143570.17_3	protein_coding	-	"solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]"
chr1	154244987	154248351	HAX1	10456	ENSG00000143575.14_4	protein_coding	+	"HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]"
chr1	153940010	153946839	CREB3L4	148327	ENSG00000143578.15_3	protein_coding	+	"cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854]"
chr1	155051348	155060014	EFNA3	1944	ENSG00000143590.13_3	protein_coding	+	"ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]"
chr1	154293566	154297801	AQP10	89872	ENSG00000143595.12_4	protein_coding	+	"aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]"
chr1	154669931	154842756	KCNN3	3782	ENSG00000143603.18_4	protein_coding	-	"potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]"
chr1	154179182	154193113	C1orf43	25912	ENSG00000143612.19_3	protein_coding	-	"chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]"
chr1	153761506	153895836	GATAD2B	57459	ENSG00000143614.9_3	protein_coding	-	"GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]"
chr1	153634264	153643524	ILF2	3608	ENSG00000143621.16_3	protein_coding	-	"interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]"
chr1	155867599	155881195	RIT1	6016	ENSG00000143622.10_3	protein_coding	-	"Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]"
chr1	153700543	153747284	INTS3	65123	ENSG00000143624.13_3	protein_coding	+	"integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]"
chr1	155259084	155271225	PKLR	5313	ENSG00000143627.18_4	protein_coding	-	"pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]"
chr1	155247374	155259639	HCN3	57657	ENSG00000143630.9_3	protein_coding	+	"hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]"
chr1	152274651	152297679	FLG	2312	ENSG00000143631.10_3	protein_coding	-	"filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]"
chr1	229566992	229569845	ACTA1	58	ENSG00000143632.14_3	protein_coding	-	"actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
chr1	231359509	231376933	C1orf131	128061	ENSG00000143633.12_5	protein_coding	-	"chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]"
chr1	230193737	230417870	GALNT2	2590	ENSG00000143641.9_3	protein_coding	+	"polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]"
chr1	231041989	231114621	TTC13	79573	ENSG00000143643.12_3	protein_coding	-	"tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]"
chr1	246887349	246931439	SCCPDH	51097	ENSG00000143653.9_3	protein_coding	+	"saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]"
chr1	235824341	236046940	LYST	1130	ENSG00000143669.13_3	protein_coding	-	"lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]"
chr1	233463514	233520894	RP5-862P8.2	84451	ENSG00000143674.10_4	protein_coding	+	"mitogen-activated protein kinase kinase kinase 21 [Source:HGNC Symbol;Acc:HGNC:29798]"
chr1	243287730	243418650	CEP170	9859	ENSG00000143702.15_5	protein_coding	-	"centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]"
chr2	264140	278283	ACP1	52	ENSG00000143727.15_3	protein_coding	+	"acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]"
chr1	227916240	227968932	SNAP47	116841	ENSG00000143740.14_5	protein_coding	+	"synaptosome associated protein 47 [Source:HGNC Symbol;Acc:HGNC:30669]"
chr1	225965515	225978168	SRP9	6726	ENSG00000143742.12_3	protein_coding	+	"signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]"
chr1	224415036	224518089	NVL	4931	ENSG00000143748.17_4	protein_coding	-	"nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]"
chr1	226170403	226187032	SDE2	163859	ENSG00000143751.9_3	protein_coding	-	"SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]"
chr1	224363458	224381143	DEGS1	8560	ENSG00000143753.12_3	protein_coding	+	"delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]"
chr1	224301789	224349749	FBXO28	23219	ENSG00000143756.11_3	protein_coding	+	"F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046]"
chr1	228270361	228286913	ARF1	375	ENSG00000143761.15_3	protein_coding	+	"ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]"
chr1	226124298	226129189	LEFTY2	7044	ENSG00000143768.12_3	protein_coding	-	"left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]"
chr1	224544552	224567161	CNIH4	29097	ENSG00000143771.11_4	protein_coding	+	"cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]"
chr1	226819391	226927024	ITPKB	3707	ENSG00000143772.9_3	protein_coding	-	"inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]"
chr1	228327663	228336685	GUK1	2987	ENSG00000143774.16_3	protein_coding	+	"guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]"
chr1	227177566	227506175	CDC42BPA	8476	ENSG00000143776.18_4	protein_coding	-	"CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]"
chr1	224622362	224928251	CNIH3	149111	ENSG00000143786.7_3	protein_coding	+	"cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802]"
chr1	228288427	228293112	C1orf35	79169	ENSG00000143793.12_3	protein_coding	-	"chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]"
chr2	8992820	9143942	MBOAT2	129642	ENSG00000143797.11_4	protein_coding	-	"membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]"
chr1	226548392	226595780	PARP1	142	ENSG00000143799.12_3	protein_coding	-	"poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]"
chr1	227057885	227083806	PSEN2	5664	ENSG00000143801.16_4	protein_coding	+	"presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]"
chr1	226107577	226112040	PYCR2	29920	ENSG00000143811.18_3	protein_coding	-	"pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]"
chr1	225589204	225616627	LBR	3930	ENSG00000143815.14_3	protein_coding	-	"lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]"
chr1	228106357	228135599	WNT9A	7483	ENSG00000143816.7_3	protein_coding	-	"Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]"
chr1	225997794	226033264	EPHX1	2052	ENSG00000143819.12_5	protein_coding	+	"epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
chr1	204123947	204159452	REN	5972	ENSG00000143839.14_3	protein_coding	-	"renin [Source:HGNC Symbol;Acc:HGNC:9958]"
chr1	204042243	204096871	SOX13	9580	ENSG00000143842.14_3	protein_coding	+	"SRY-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]"
chr1	204100190	204121131	ETNK2	55224	ENSG00000143845.14_3	protein_coding	-	"ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575]"
chr1	202995626	203047868	PPFIA4	8497	ENSG00000143847.15_4	protein_coding	+	"PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]"
chr1	204187979	204346793	PLEKHA6	22874	ENSG00000143850.14_4	protein_coding	-	"pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]"
chr1	202116141	202130716	PTPN7	5778	ENSG00000143851.15_4	protein_coding	-	"protein tyrosine phosphatase, non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659]"
chr1	202559724	202679545	SYT2	127833	ENSG00000143858.11_3	protein_coding	-	"synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]"
chr1	202102532	202113871	ARL8A	127829	ENSG00000143862.7_3	protein_coding	-	"ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]"
chr2	19551246	19558414	OSR1	130497	ENSG00000143867.6_3	protein_coding	-	"odd-skipped related transciption factor 1 [Source:HGNC Symbol;Acc:HGNC:8111]"
chr2	20866424	20879005	GDF7	151449	ENSG00000143869.6_3	protein_coding	+	"growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]"
chr2	10923517	10978103	PDIA6	10130	ENSG00000143870.12_3	protein_coding	-	"protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]"
chr2	20646835	20649206	RHOB	388	ENSG00000143878.9_3	protein_coding	+	"ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]"
chr2	10861775	10925236	ATP6V1C2	245973	ENSG00000143882.10_4	protein_coding	+	"ATPase H+ transporting V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]"
chr2	38789120	38830728	HNRNPLL	92906	ENSG00000143889.15_4	protein_coding	-	"heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]"
chr2	38893052	38968379	GALM	130589	ENSG00000143891.16_3	protein_coding	+	"galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]"
chr2	44589089	44999731	CAMKMT	79823	ENSG00000143919.14_3	protein_coding	+	"calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276]"
chr2	44059081	44110126	ABCG8	64241	ENSG00000143921.7_4	protein_coding	+	"ATP binding cassette subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:13887]"
chr2	42396490	42559688	EML4	27436	ENSG00000143924.18_3	protein_coding	+	"echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]"
chr2	47387221	47403740	CALM2	805	ENSG00000143933.16_3	protein_coding	-	"calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]"
chr2	53994929	54002333	CHAC2	494143	ENSG00000143942.4_3	protein_coding	+	"ChaC cation transport regulator homolog 2 [Source:HGNC Symbol;Acc:HGNC:32363]"
chr2	55459039	55462989	RPS27A	6233	ENSG00000143947.13_3	protein_coding	+	"ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]"
chr2	63348518	64054977	WDPCP	51057	ENSG00000143951.15_3	protein_coding	-	"WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027]"
chr2	64119280	64246206	VPS54	51542	ENSG00000143952.19_3	protein_coding	-	"VPS54, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:18652]"
chr2	79252812	79255631	REG3G	130120	ENSG00000143954.12_3	protein_coding	+	"regenerating family member 3 gamma [Source:HGNC Symbol;Acc:HGNC:29595]"
chr2	25956622	26101385	ASXL2	55252	ENSG00000143970.16_3	protein_coding	-	"additional sex combs like 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:23805]"
chr2	67624451	67639221	ETAA1	54465	ENSG00000143971.8_4	protein_coding	+	"ETAA1, ATR kinase activator [Source:HGNC Symbol;Acc:HGNC:24648]"
chr2	70508494	70520903	SNRPG	6637	ENSG00000143977.13_3	protein_coding	-	"small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]"
chr2	27346657	27353680	ABHD1	84696	ENSG00000143994.13_3	protein_coding	+	"abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]"
chr2	66660584	66801001	MEIS1	4211	ENSG00000143995.19_4	protein_coding	+	"Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]"
chr2	96142715	96150479	TRIM43B	653192	ENSG00000144010.9_2	protein_coding	-	"tripartite motif containing 43B [Source:HGNC Symbol;Acc:HGNC:37146]"
chr2	96257766	96265526	TRIM43	129868	ENSG00000144015.4_3	protein_coding	+	"tripartite motif containing 43 [Source:HGNC Symbol;Acc:HGNC:19015]"
chr2	96931870	96939087	CIAO1	9391	ENSG00000144021.2_3	protein_coding	+	"cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280]"
chr2	95813075	95831158	ZNF514	84874	ENSG00000144026.11_4	protein_coding	-	"zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]"
chr2	96940074	96971253	SNRNP200	23020	ENSG00000144028.14_3	protein_coding	-	"small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]"
chr2	95752952	95815179	MRPS5	64969	ENSG00000144029.11_3	protein_coding	-	"mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]"
