## gwas.catalog
## NHGRI/EBI GWAS catalog, gwsig findings
## GRCh37/hg19, source=gwas_catalog_v1.0.2-associations_e92_r2018-05-03.tsv from https://www.ebi.ac.uk/gwas/docs/file-downloads, new GRCh37/hg19 bp coordinates from Ensembl rest api http://grch37.rest.ensembl.org/variation/human/
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 28500 entries. Columns: 7
#chr	bp1	bp2	snpid	pvalue	pmid	trait
chr19	41392490	41392490	rs4802096	3e-11	27702941	"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)"
chr19	46849806	46849806	rs4802307	9e-12	26192919	"Crohn's disease"
chr19	46849806	46849806	rs4802307	2e-10	23128233	"Crohn's disease"
chr19	38899999	38899999	rs4802399	2e-09	27863252	"Eosinophil counts"
chr19	38899999	38899999	rs4802399	3e-09	27863252	"Sum eosinophil basophil counts"
chr19	38899999	38899999	rs4802399	1e-09	27863252	"Eosinophil percentage of white cells"
chr19	38899999	38899999	rs4802399	2e-09	27863252	"Neutrophil percentage of granulocytes"
chr19	41326426	41326426	rs4803373	5e-12	27702941	"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)"
chr19	41333441	41333441	rs4803378	3e-18	28240269	"Blood protein levels"
chr19	41851509	41851509	rs4803455	2e-17	29212778	"Coronary artery disease"
chr19	41851509	41851509	rs4803455	4e-17	29212778	"Coronary artery disease"
chr19	41922352	41922352	rs4803468	2e-21	25282103	"Height"
chr19	45247627	45247627	rs4803750	3e-51	19936222	"Lipid metabolism phenotypes"
chr19	45247627	45247627	rs4803750	1e-37	19936222	"Lipid metabolism phenotypes"
chr19	45247627	45247627	rs4803750	4e-16	27790247	"Age-related disease endophenotypes"
chr19	45247627	45247627	rs4803750	1e-13	27790247	"Age-related diseases, mortality and associated endophenotypes"
chr19	45247627	45247627	rs4803750	1e-27	19936222	"Lipid metabolism phenotypes"
chr19	11334295	11334295	rs4804155	5e-15	28334899	"Total cholesterol levels"
chr19	11334295	11334295	rs4804155	7e-11	28334899	"Total cholesterol levels"
chr19	7223848	7223848	rs4804416	3e-10	23408906	"Thyroid hormone levels"
chr19	7842669	7842669	rs4804815	3e-10	27863252	"Neutrophil count"
chr19	30918316	30918316	rs4805566	8e-10	28892062	"Body mass index"
chr19	33453659	33453659	rs4805834	5e-11	20383145	"Creatinine levels"
chr19	35555190	35555190	rs4806073	3e-15	23022100	"Serum albumin level"
chr19	35555190	35555190	rs4806073	4e-18	23022100	"Serum albumin level"
chr19	35674870	35674870	rs4806103	7e-12	27863252	"Reticulocyte count"
chr19	4831878	4831878	rs4807000	2e-14	27723757	"Vitiligo"
chr19	1026477	1026477	rs4807440	3e-10	27863252	"White blood cell count"
chr19	1026477	1026477	rs4807440	3e-11	27863252	"Monocyte count"
chr19	1033559	1033559	rs4807455	1e-11	27863252	"Mean platelet volume"
chr19	1104078	1104078	rs4807542	1e-11	27863252	"Eosinophil counts"
chr19	1104078	1104078	rs4807542	2e-09	27863252	"Sum eosinophil basophil counts"
chr19	1104078	1104078	rs4807542	5e-15	27863252	"Eosinophil percentage of white cells"
chr19	1104078	1104078	rs4807542	5e-09	27863252	"Neutrophil percentage of granulocytes"
chr19	1104078	1104078	rs4807542	3e-11	27863252	"Eosinophil percentage of granulocytes"
chr19	16527834	16527834	rs4808047	4e-13	27863252	"Monocyte percentage of white cells"
chr19	17390291	17390291	rs4808075	3e-26	28346442	"High-grade serous ovarian cancer"
chr19	17390291	17390291	rs4808075	2e-19	28346442	"Epithelial ovarian cancer"
chr19	17390291	17390291	rs4808075	4e-24	28346442	"Serous invasive ovarian cancer"
chr19	17390291	17390291	rs4808075	2e-17	28346442	"Invasive epithelial ovarian cancer"
chr19	17390291	17390291	rs4808075	2e-09	27197191	"Cancer (pleiotropy)"
chr19	18618867	18618867	rs4808136	5e-14	24816252	"Blood metabolite levels"
chr19	18404936	18404936	rs4808779	2e-18	27863252	"Granulocyte percentage of myeloid white cells"
chr19	18571141	18571141	rs4808801	5e-15	23535729	"Breast cancer"
chr19	18571141	18571141	rs4808801	5e-28	29059683	"Breast cancer"
chr19	18571141	18571141	rs4808801	4e-15	25751625	"Breast cancer"
chr20	62303115	62303115	rs4809219	7e-13	26482879	"Atopic dermatitis"
chr20	62318220	62318220	rs4809324	2e-09	19578366	"Glioma (high-grade)"
chr20	62349586	62349586	rs4809330	3e-15	21102463	"Crohn's disease"
chr20	56012988	56012988	rs4810067	1e-13	27863252	"Reticulocyte count"
chr20	56012988	56012988	rs4810067	3e-12	27863252	"Reticulocyte fraction of red cells"
chr20	44545048	44545048	rs4810479	2e-42	22916037	"Metabolite levels"
chr20	44747947	44747947	rs4810485	3e-09	20453842	"Rheumatoid arthritis"
chr20	44747947	44747947	rs4810485	8e-16	24076602	"Multiple sclerosis"
chr20	44747947	44747947	rs4810485	8e-09	18794853	"Rheumatoid arthritis"
chr20	47535298	47535298	rs4810896	4e-09	27089181	"Depression"
chr20	36849088	36849088	rs4811602	3e-31	27182965	"Photic sneeze reflex"
chr20	57587771	57587771	rs4812048	1e-09	22139419	"Mean platelet volume"
chr20	57673950	57673950	rs4812056	4e-87	27863252	"Platelet distribution width"
chr20	39272620	39272620	rs4812447	2e-12	27863252	"Monocyte count"
chr20	42989267	42989267	rs4812829	3e-10	21874001	"Type 2 diabetes"
chr20	42989267	42989267	rs4812829	4e-10	28869590	"Type 2 diabetes"
chr20	43068996	43068996	rs4812833	2e-16	26192919	"Ulcerative colitis"
chr20	12959398	12959398	rs4814176	2e-32	26068415	"Sphingolipid levels"
chr20	12959398	12959398	rs4814176	4e-13	26068415	"Sphingolipid levels"
chr20	12959398	12959398	rs4814176	7e-33	24816252	"Blood metabolite ratios"
chr20	12959398	12959398	rs4814176	3e-17	24816252	"Blood metabolite levels"
chr20	1921523	1921523	rs4814776	9e-69	27863252	"Mean platelet volume"
chr20	1923271	1923271	rs4814779	1e-97	27863252	"Plateletcrit"
chr20	19469817	19469817	rs4814864	2e-19	27322543	"Migraine"
chr21	40465512	40465512	rs4817986	2e-11	23969696	"Fibrinogen"
chr21	40465512	40465512	rs4817986	2e-14	28107422	"Fibrinogen levels"
chr21	45647421	45647421	rs4819388	2e-09	20190752	"Celiac disease"
chr22	19988167	19988167	rs4819852	1e-13	28739976	"Pulse pressure"
chr22	37469591	37469591	rs4820268	4e-12	19853236	"Hematology traits"
chr22	37469591	37469591	rs4820268	1e-22	28898252	"Glycated hemoglobin levels"
chr22	37469591	37469591	rs4820268	4e-11	21208937	"Iron status biomarkers"
chr22	37469591	37469591	rs4820268	2e-09	28017375	"Hemoglobin levels"
chr22	37469591	37469591	rs4820268	1e-12	20927387	"Red blood cell traits"
chr22	37469591	37469591	rs4820268	3e-10	19853236	"Hematology traits"
chr22	37469591	37469591	rs4820268	5e-09	19880490	"Iron levels"
chr22	38570313	38570313	rs4820318	1e-13	29059683	"Breast cancer"
chr22	40604945	40604945	rs4820408	2e-16	28892062	"Body mass index"
chr22	24990213	24990213	rs4820599	4e-11	18940312	"Liver enzyme levels"
chr22	24990213	24990213	rs4820599	7e-53	21909109	"Gamma glutamyl transpeptidase"
chr22	33056341	33056341	rs4821083	3e-10	20881960	"Height"
chr22	21973319	21973319	rs4821116	2e-12	24162738	"Hepatitis B"
chr22	21979289	21979289	rs4821124	6e-11	22057235	"Celiac disease"
chr22	36616445	36616445	rs4821469	2e-19	20532800	"End-stage renal disease (non-diabetic)"
chr22	37258503	37258503	rs4821544	5e-14	27863252	"Sum eosinophil basophil counts"
chr22	37258503	37258503	rs4821544	5e-13	27863252	"Eosinophil counts"
chr22	39835587	39835587	rs4821897	4e-18	23382691	"IgG glycosylation"
chr22	39835587	39835587	rs4821897	3e-12	23382691	"IgG glycosylation"
chr22	40659573	40659573	rs4821940	9e-09	28604731	"Chronotype"
chr22	41757647	41757647	rs4822024	7e-10	22561518	"Vitiligo"
chr22	43141020	43141020	rs4822191	3e-09	27863252	"Mean corpuscular volume"
chr22	29115066	29115066	rs4822983	2e-22	22960999	"Esophageal cancer (squamous cell)"
chr22	29451671	29451671	rs4823006	6e-09	28448500	"Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)"
chr22	29451671	29451671	rs4823006	1e-11	20935629	"Waist-hip ratio"
chr22	45999938	45999938	rs4823308	1e-15	27863252	"Hematocrit"
chr22	45999938	45999938	rs4823308	1e-13	27863252	"Hemoglobin concentration"
chrX	56811695	56811695	rs4826508	1e-12	23720494	"Blood trace element (Zn levels)"
chr2	86989962	86989962	rs4832312	9e-15	27863252	"Mean corpuscular volume"
chr2	86989962	86989962	rs4832312	4e-10	27863252	"Mean corpuscular hemoglobin"
chr2	86989962	86989962	rs4832312	3e-12	27863252	"Reticulocyte fraction of red cells"
chr4	38799710	38799710	rs4833095	5e-12	24388013	"Asthma and hay fever"
chr4	38947690	38947690	rs4833111	5e-11	27863252	"Mean corpuscular volume"
chr4	120241849	120241849	rs4834770	4e-12	28240269	"Blood protein levels"
chr4	145273928	145273928	rs4835177	3e-12	26634245	"Post bronchodilator FEV1/FVC ratio"
chr4	145273928	145273928	rs4835177	4e-09	26634245	"Post bronchodilator FEV1"
chr4	146821410	146821410	rs4835265	1e-14	21909109	"Gamma glutamyl transpeptidase"
chr4	144903572	144903572	rs4835473	1e-41	27863252	"Immature fraction of reticulocytes"
chr4	145439027	145439027	rs4835637	2e-09	26634245	"Post bronchodilator FEV1/FVC ratio"
chr4	145451913	145451913	rs4835639	3e-09	26634245	"Post bronchodilator FEV1/FVC ratio"
chr5	124332103	124332103	rs4836133	2e-09	20935630	"Body mass index"
chr5	130017287	130017287	rs4836519	4e-10	23128233	"Inflammatory bowel disease"
chr10	49699957	49699957	rs4838605	2e-09	21310492	"Diabetic retinopathy"
chr1	112460262	112460262	rs4839185	3e-20	28794112	"P wave terminal force"
chr3	142960273	142960273	rs4839604	4e-13	21908519	"N-glycan levels"
chr3	143902027	143902027	rs4839680	1e-15	23049088	"Myopia (pathological)"
chr6	96853967	96853967	rs4839827	6e-10	27322543	"Migraine"
chr6	100208438	100208438	rs4840086	9e-14	25231870	"Menarche (age at onset)"
chr8	8946163	8946163	rs4841097	4e-41	27863252	"Platelet distribution width"
chr8	9183596	9183596	rs4841132	2e-10	22581228	"Fasting blood insulin (BMI interaction)"
chr8	9183596	9183596	rs4841132	1e-13	22581228	"Fasting blood glucose"
chr8	9183596	9183596	rs4841132	5e-15	23903356	"Glycemic traits (pregnancy)"
chr8	9183596	9183596	rs4841132	3e-13	23903356	"Glycemic traits (pregnancy)"
chr8	9183596	9183596	rs4841132	6e-15	22581228	"Fasting blood insulin"
chr8	9183596	9183596	rs4841132	8e-09	22581228	"Fasting blood glucose (BMI interaction)"
chr8	9183596	9183596	rs4841132	4e-20	25961943	"HDL cholesterol"
chr8	9183596	9183596	rs4841132	3e-11	27863252	"Neutrophil percentage of white cells"
chr8	9183596	9183596	rs4841132	2e-09	22916037	"Metabolite levels"
chr8	9183664	9183664	rs4841133	3e-09	28270201	"Cholesterol, total"
chr15	84582124	84582124	rs4842838	7e-26	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr15	84582124	84582124	rs4842838	4e-24	28448500	"Waist circumference adjusted for BMI in active individuals"
chr15	84582124	84582124	rs4842838	6e-27	28448500	"Waist circumference adjusted for body mass index"
chr15	84587607	84587607	rs4842924	7e-10	28724990	"Lean body mass"
chr16	85690338	85690338	rs4843185	4e-18	27863252	"Platelet distribution width"
chrX	68805318	68805318	rs4844096	5e-11	20195514	"Primary tooth development (number of teeth)"
chrX	68783438	68783438	rs4844177	2e-22	29198719	"Lobe attachment (rater-scored or self-reported)"
chrX	70407983	70407983	rs4844289	1e-09	25217961	"Prostate cancer"
chr1	208034329	208034329	rs4844622	7e-09	27863252	"Sum neutrophil eosinophil counts"
chr1	208034329	208034329	rs4844622	7e-10	27863252	"White blood cell count"
chr1	208034329	208034329	rs4844622	6e-10	27863252	"Myeloid white cell count"
chr1	208034329	208034329	rs4844622	6e-09	27863252	"Granulocyte count"
chr1	152592184	152592184	rs4845454	4e-12	26626624	"Psoriasis vulgaris"
chr1	152603842	152603842	rs4845459	6e-11	25903422	"Psoriasis"
chr1	152603842	152603842	rs4845459	5e-17	25903422	"Psoriasis"
chr1	151759104	151759104	rs4845570	8e-11	29212778	"Coronary artery disease"
chr1	151801680	151801680	rs4845604	1e-18	26192919	"Ulcerative colitis"
chr1	151801680	151801680	rs4845604	2e-11	28067908	"Ulcerative colitis"
chr1	151801680	151801680	rs4845604	1e-17	26192919	"Inflammatory bowel disease"
chr1	151801680	151801680	rs4845604	4e-16	23128233	"Inflammatory bowel disease"
chr1	151801680	151801680	rs4845604	7e-14	28067908	"Inflammatory bowel disease"
chr1	154422067	154422067	rs4845625	6e-16	29212778	"Coronary artery disease"
chr1	154422067	154422067	rs4845625	7e-15	29212778	"Coronary artery disease"
chr1	11824133	11824133	rs4845875	3e-09	29237677	"Midregional pro atrial natriuretic peptide levels"
chr1	10451799	10451799	rs4846217	5e-11	27863252	"Platelet count"
chr1	218598469	218598469	rs4846480	8e-09	24621683	"Chronic obstructive pulmonary disease (severe)"
chr1	219722104	219722104	rs4846565	4e-25	25673412	"Waist-hip ratio"
chr1	219722104	219722104	rs4846565	3e-24	28448500	"Waist-to-hip ratio adjusted for BMI in active individuals"
chr1	219722104	219722104	rs4846565	5e-11	25673412	"Waist-hip ratio"
chr1	219722104	219722104	rs4846565	2e-26	28448500	"Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)"
chr1	219750717	219750717	rs4846567	7e-21	20935629	"Waist-hip ratio"
chr1	219897941	219897941	rs4846580	3e-09	29304378	"Total body bone mineral density"
chr1	230295691	230295691	rs4846914	2e-44	28334899	"HDL cholesterol levels"
chr1	230295691	230295691	rs4846914	4e-21	20686565	"HDL cholesterol"
chr1	230295691	230295691	rs4846914	2e-14	20686565	"Triglycerides"
chr1	230295691	230295691	rs4846914	4e-41	24097068	"HDL cholesterol"
chr1	230295691	230295691	rs4846914	7e-15	18193044	"Triglycerides"
chr1	230295691	230295691	rs4846914	2e-13	18193044	"HDL cholesterol"
chr1	230295691	230295691	rs4846914	8e-31	28334899	"Triglyceride levels"
chr1	230295691	230295691	rs4846914	7e-31	24097068	"Triglycerides"
chr1	230307222	230307222	rs4846923	1e-16	25961943	"HDL cholesterol"
chr2	112388532	112388532	rs4848100	3e-12	27863252	"Eosinophil percentage of white cells"
chr2	112388532	112388532	rs4848100	2e-13	27863252	"Eosinophil counts"
chr2	112388532	112388532	rs4848100	1e-11	27863252	"Sum eosinophil basophil counts"
chr2	111811665	111811665	rs4848370	1e-27	27863252	"Mean corpuscular hemoglobin"
chr2	111811665	111811665	rs4848370	2e-27	27863252	"Mean corpuscular volume"
chr2	121239360	121239360	rs4848599	2e-20	29059683	"Breast cancer"
chr2	112388538	112388538	rs4848612	2e-10	29083406	"Allergic disease (asthma, hay fever or eczema)"
chr2	121013169	121013169	rs4849845	1e-25	27863252	"Mean platelet volume"
chr2	121245122	121245122	rs4849887	4e-09	29058716	"Breast cancer (estrogen-receptor negative)"
chr2	121245122	121245122	rs4849887	3e-11	22747683	"Breast size"
chr2	121245122	121245122	rs4849887	2e-11	25751625	"Breast cancer"
chr2	121245122	121245122	rs4849887	7e-20	29059683	"Breast cancer"
chr2	121245122	121245122	rs4849887	4e-11	23535729	"Breast cancer"
chr2	103120400	103120400	rs4851016	2e-11	28240269	"Blood protein levels"
chr2	100729293	100729293	rs4851250	6e-17	29326435	"Intelligence (multi-trait analysis)"
chr2	100753490	100753490	rs4851251	1e-09	27225129	"Educational attainment (years of education)"
chr2	100762937	100762937	rs4851254	5e-17	29326435	"Intelligence (multi-trait analysis)"
chr2	100818479	100818479	rs4851266	5e-11	23722424	"Educational attainment"
chr2	100958804	100958804	rs4851300	9e-11	29326435	"Intelligence (multi-trait analysis)"
chr2	101029002	101029002	rs4851313	6e-16	29326435	"Intelligence (multi-trait analysis)"
chr2	102800230	102800230	rs4851551	6e-12	28240269	"Blood protein levels"
chr2	74202578	74202578	rs4852324	6e-14	23273568	"Systemic lupus erythematosus"
chr2	191737464	191737464	rs4853525	1e-09	27863252	"Reticulocyte fraction of red cells"
chr2	191737464	191737464	rs4853525	7e-10	27863252	"Reticulocyte count"
chr2	191737464	191737464	rs4853525	3e-12	27863252	"High light scatter reticulocyte count"
chr2	191737464	191737464	rs4853525	9e-12	27863252	"High light scatter reticulocyte percentage of red cells"
chr2	638144	638144	rs4854344	2e-19	28448500	"Body mass index in physically inactive individuals"
chr2	638144	638144	rs4854344	2e-22	28448500	"Body mass index"
chr2	638144	638144	rs4854344	9e-23	28448500	"Body mass index (joint analysis main effects and physical activity interaction)"
chr2	638144	638144	rs4854344	2e-11	28448500	"Body mass index in physically inactive individuals"
chr2	647861	647861	rs4854349	5e-22	26604143	"Childhood body mass index"
chr3	128260550	128260550	rs4857855	9e-17	19198610	"Eosinophil counts"
chr3	25116582	25116582	rs4858697	4e-09	28448500	"Body mass index (joint analysis main effects and physical activity interaction)"
chr3	25116582	25116582	rs4858697	1e-09	28448500	"Body mass index"
chr4	76857309	76857309	rs4859571	1e-46	28240269	"Blood protein levels"
chr4	77410318	77410318	rs4859682	1e-13	27863252	"Red blood cell count"
chr4	77410318	77410318	rs4859682	2e-09	23535967	"Glomerular filtration rate"
chr4	186602210	186602210	rs4862562	9e-10	25896417	"Cytokine and corticosteroid-stimulated IL-6 production"
chr4	188921440	188921440	rs4862848	2e-12	28604728	"Testicular germ cell tumor"
chr4	140773858	140773858	rs4863517	6e-09	29326435	"Intelligence (multi-trait analysis)"
chr4	140764124	140764124	rs4863692	5e-12	27225129	"Educational attainment (years of education)"
chr5	52582931	52582931	rs4865762	1e-16	29235454	"Intraocular pressure"
chr5	2448590	2448590	rs4866650	1e-09	25140149	"Left inferior lateral ventricle volume (Cerebrospinal fluid biomarker status interaction)"
chr5	171281875	171281875	rs4868125	3e-09	25673412	"Waist circumference adjusted for body mass index"
chr5	171283469	171283469	rs4868126	7e-10	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr5	171283469	171283469	rs4868126	5e-09	28448500	"Waist circumference adjusted for body mass index"
chr5	171283469	171283469	rs4868126	6e-09	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr5	171283469	171283469	rs4868126	8e-09	28448500	"Waist circumference adjusted for body mass index"
chr5	171283469	171283469	rs4868126	2e-10	28448500	"Waist circumference adjusted for BMI in active individuals"
chr5	171283469	171283469	rs4868126	3e-29	25282103	"Height"
chr5	171283469	171283469	rs4868126	6e-09	28448500	"Waist circumference adjusted for BMI in active individuals"
chr5	172643118	172643118	rs4868243	4e-16	27798624	"Resting heart rate"
