## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chr1	209959036	209979465	IRF6	607199	608864	"Orofacial cleft 6"
chr1	209959036	209979465	IRF6	607199	119500	"Popliteal pterygium syndrome 1"
chr1	209959036	209979465	IRF6	607199	119300	"van der Woude syndrome"
chr16	85932409	85956215	IRF8	601565	614893	"Immunodeficiency 32A, mycobacteriosis, autosomal dominant"
chr16	85932409	85956215	IRF8	601565	614894	"Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive"
chr5	150226085	150280298	IRGM	608212	612278	"Inflammatory bowel disease 19"
chr5	150226085	150280298	IRGM	608212	607948	"Mycobacterium tuberculosis, protection against"
chr2	227596033	227664475	IRS1	147545	0	"Coronary artery disease, susceptibility to"
chr2	227596033	227664475	IRS1	147545	125853	"Diabetes mellitus, noninsulin-dependent"
chr13	110406184	110438915	IRS2	600797	125853	"Diabetes mellitus, noninsulin-dependent"
chr16	54964774	54968397	IRX5	606195	611174	"Hamamy syndrome"
chr14	74960423	74963809	ISCA2	615317	616370	"Multiple mitochondrial dysfunctions syndrome 4"
chr12	108956358	108963160	ISCU	611911	255125	"Myopathy with lactic acidosis, hereditary"
chr1	948803	949920	ISG15	147571	616126	"Immunodeficiency 38"
chr7	16130817	16460947	ISPD	614631	614643	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7"
chr7	16130817	16460947	ISPD	614631	616052	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7"
chr19	18545198	18549111	ISYNA1	604194	608649	"Ichthyosis prematurity syndrome"
chr20	32951041	33099198	ITCH	606409	613385	"Autoimmune disease, multisystem, with facial dysmorphism"
chr17	42449548	42466873	ITGA2B	607759	187800	"Bleeding disorder, platelet-type, 16, autosomal dominant"
chr17	42449548	42466873	ITGA2B	607759	273800	"Glanzmann thrombasthenia"
chr17	42449548	42466873	ITGA2B	607759	0	"Thrombocytopenia, neonatal alloimmune, BAK antigen related"
chr17	48133332	48167845	ITGA3	605025	614748	"Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital"
chr2	173292082	173371181	ITGA6	147556	226730	"Epidermolysis bullosa, junctional, with pyloric stenosis"
chr12	56078352	56109827	ITGA7	600536	613204	"Muscular dystrophy, congenital, due to ITGA7 deficiency"
chr10	15555948	15762124	ITGA8	604063	191830	"Renal hypodysplasia/aplasia 1"
chr16	31271311	31344213	ITGAM	120980	609939	"Systemic lupus erythematous, association with susceptibility to, 6"
chr21	46305868	46351904	ITGB2	600065	116920	"Leukocyte adhesion deficiency"
chr17	45331212	45421658	ITGB3	173470	187800	"Bleeding disorder, platelet-type, 16, autosomal dominant"
chr17	45331212	45421658	ITGB3	173470	273800	"Glanzmann thrombasthenia"
chr17	45331212	45421658	ITGB3	173470	608446	"Myocardial infarction, susceptibility to"
chr17	45331212	45421658	ITGB3	173470	0	"Purpura, posttransfusion"
chr17	45331212	45421658	ITGB3	173470	0	"Thrombocytopenia, neonatal alloimmune"
chr17	73717408	73753899	ITGB4	147557	131800	"Epidermolysis bullosa of hands and feet"
chr17	73717408	73753899	ITGB4	147557	226650	"Epidermolysis bullosa, junctional, non-Herlitz type"
chr17	73717408	73753899	ITGB4	147557	226730	"Epidermolysis bullosa, junctional, with pyloric atresia"
chr2	160956177	161128399	ITGB6	147558	616221	"Amelogenesis imperfecta, type IH"
chr3	52846991	52865495	ITIH4	600564	143890	"Hypercholesterolemia, susceptibility to"
chr5	156569944	156682201	ITK	186973	613011	"Lymphoproliferative syndrome 1"
chr13	48807294	48837063	ITM2B	603904	176500	"Dementia, familial British"
chr13	48807294	48837063	ITM2B	603904	117300	"Dementia, familial Danish"
chr20	3189514	3204516	ITPA	147520	616647	"Epileptic encephalopathy, early infantile, 35"
chr20	3189514	3204516	ITPA	147520	613850	"Inosine triphosphatase deficiency"
chr20	3189514	3204516	ITPA	612515	241080	"Woodhouse-Sakati syndrome"
chr19	41223008	41246765	ITPKC	606476	611775	"Kawasaki disease, susceptibility to"
chr3	4535032	4889524	ITPR1	147265	606658	"Spinocerebellar ataxia 15"
chr3	4535032	4889524	ITPR1	147265	117360	"Spinocerebellar ataxia 29, congenital nonprogressive"
chr6	33588142	33664351	ITPR3	147267	222100	"Diabetes, type 1, susceptibility to"
chr15	40697686	40728146	IVD	607036	243500	"Isovaleric acidemia"
chr6	150690028	150727105	IYD	612025	274800	"Thyroid dyshormonogenesis 4"
chr3	9932238	9936033	JAGN1	616012	616022	"Neutropenia, severe congenital, 6, autosomal recessive"
chr9	4985033	5128183	JAK2	147796	600800	"Budd-Chiari syndrome, somatic"
chr9	4985033	5128183	JAK2	147796	133100	"Erythrocytosis, somatic"
chr9	4985033	5128183	JAK2	147796	601626	"Leukemia, acute myeloid, somatic"
chr9	4985033	5128183	JAK2	147796	254450	"Myelofibrosis, somatic"
chr9	4985033	5128183	JAK2	147796	263300	"Polycythemia vera, somatic"
chr9	4985033	5128183	JAK2	147796	614521	"Thrombocythemia 3"
chr19	17935589	17958880	JAK3	600173	600802	"SCID, autosomal recessive, T-negative/B-positive type"
chr11	133938820	134021896	JAM3	606871	613730	"Hemorrhagic destruction of the brain, subependymal calcification, and cataracts"
chr20	42740335	42816218	JPH2	605267	613873	"Cardiomyopathy, hypertrophic, 17"
chr16	87635441	87731762	JPH3	605268	606438	"Huntington disease-like 2"
chr17	39775692	39943183	JUP	173325	611528	"Arrhythmogenic right ventricular dysplasia 12"
chr17	39775692	39943183	JUP	173325	601214	"Naxos disease"
chr3	123798870	124445172	KALRN	604605	608901	"Coronary heart disease, susceptibility to, 5"
chr9	470291	746105	KANK1	607704	612900	"Cerebral palsy, spastic quadriplegic, 2"
chr19	11274943	11308467	KANK2	614610	616099	"Palmoplantar keratoderma and woolly hair"
chr17	44107282	44302733	KANSL1	612452	610443	"Koolen-De Vries syndrome"
chr16	75661622	75682541	KARS	601421	613916	"Deafness, autosomal recessive 89"
chr8	41786997	41909508	KAT6A	601408	616268	"Mental retardation, autosomal dominant 32"
chr10	76585340	76792380	KAT6B	605880	606170	"Genitopatellar syndrome"
chr10	76585340	76792380	KAT6B	605880	603736	"SBBYSS syndrome"
chr16	57769642	57791162	KATNB1	602703	616212	"Lissencephaly 6, with microcephaly"
chr15	65369154	65372276	KBTBD13	613727	609273	"Nemaline myopathy 6, autosomal dominant"
chr12	5019071	5040527	KCNA1	176260	160120	"Episodic ataxia/myokymia syndrome"
chr1	111136202	111174096	KCNA2	176262	616366	"Epileptic encephalopathy, early infantile, 32"
chr12	5153085	5155949	KCNA5	176267	612240	"Atrial fibrillation, familial, 7"
chr20	47980414	48099184	KCNB1	600397	616056	"Epileptic encephalopathy, early infantile, 26"
chr11	17756359	17804602	KCNC1	176258	616187	"Epilepsy, progressive myoclonic 7"
chr19	50815194	50836772	KCNC3	176264	605259	"Spinocerebellar ataxia 13"
chr1	112313284	112531777	KCND3	605411	616399	"Brugada syndrome 9"
chr1	112313284	112531777	KCND3	605411	607346	"Spinocerebellar ataxia 19"
chr21	35818988	35884573	KCNE1	176261	612347	"Jervell and Lange-Nielsen syndrome 2"
chr21	35818988	35884573	KCNE1	176261	613695	"Long QT syndrome 5"
chr21	35736323	35743688	KCNE2	603796	611493	"Atrial fibrillation, familial, 4"
chr21	35736323	35743688	KCNE2	603796	613693	"Long QT syndrome 6"
chr11	74165886	74178774	KCNE3	604433	613119	"Brugada syndrome 6"
chr1	210856555	211307457	KCNH1	603305	611816	"Temple-Baraitser syndrome"
chr1	210856555	211307457	KCNH1	603305	135500	"Zimmermann-Laband syndrome 1"
chr7	150642049	150675403	KCNH2	152427	613688	"Long QT syndrome 2"
chr7	150642049	150675403	KCNH2	152427	613688	"Long QT syndrome 2, acquired, susceptibility to"
chr7	150642049	150675403	KCNH2	607604	610356	"Retinal cone dystrophy 3B"
chr7	150642049	150675403	KCNH2	152427	609620	"Short QT syndrome 1"
chr2	163227917	163695240	KCNH7	602286	607330	"Lathosterolosis"
chr11	128706210	128737268	KCNJ1	600359	241200	"Bartter syndrome, type 2"
chr1	160007257	160040038	KCNJ10	602208	600791	"Enlarged vestibular aqueduct, digenic"
chr1	160007257	160040038	KCNJ10	602208	612780	"SESAME syndrome"
chr11	17407406	17410878	KCNJ11	600937	606176	"Diabetes mellitus, permanent neonatal, with neurologic features"
chr11	17407406	17410878	KCNJ11	600937	610582	"Diabetes mellitus, transient neonatal, 3"
chr11	17407406	17410878	KCNJ11	600937	125853	"Diabetes mellitus, type 2, susceptibility to"
chr11	17407406	17410878	KCNJ11	600937	606176	"Diabetes, permanent neonatal"
chr11	17407406	17410878	KCNJ11	600937	601820	"Hyperinsulinemic hypoglycemia, familial, 2"
chr11	17407406	17410878	KCNJ11	600937	616329	"Maturity-onset diabetes of the young, type 13"
chr2	233631174	233641278	KCNJ13	603208	614186	"Leber congenital amaurosis 16"
chr2	233631174	233641278	KCNJ13	603208	193230	"Snowflake vitreoretinal degeneration"
chr17	68164814	68176189	KCNJ2	600681	170390	"Andersen syndrome"
chr17	68164814	68176189	KCNJ2	600681	613980	"Atrial fibrillation, familial, 9"
chr17	68164814	68176189	KCNJ2	600681	609622	"Short QT syndrome 3"
chr11	128761251	128790930	KCNJ5	600734	613677	"Hyperaldosteronism, familial, type III"
chr11	128761251	128790930	KCNJ5	600734	613485	"Long QT syndrome 13"
chr21	38979678	39288749	KCNJ6	600877	614098	"Keppen-Lubinsky syndrome"
chr10	118957000	118969810	KCNK18	613655	613656	"Migraine, with or without aura, susceptibility to, 13"
chr2	26915619	26956288	KCNK3	603220	615344	"Pulmonary hypertension, primary, 4"
chr8	140613081	140715299	KCNK9	605874	612292	"Birk-Barel mental retardation dysmorphism syndrome"
chr10	78629359	79398353	KCNMA1	600150	609446	"Generalized epilepsy and paroxysmal dyskinesia"
chr5	169801675	169816681	KCNMB1	603951	608622	"Hypertension, diastolic, resistance to"
chr19	44270685	44285409	KCNN4	602754	616689	"Dehydrated hereditary stomatocytosis 2"
chr11	2465914	2870339	KCNQ1	607542	607554	"Atrial fibrillation, familial, 3"
chr11	2465914	2870339	KCNQ1	607542	220400	"Jervell and Lange-Nielsen syndrome"
chr11	2465914	2870339	KCNQ1	607542	192500	"Long QT syndrome 1"
chr11	2465914	2870339	KCNQ1	607542	192500	"Long QT syndrome 1, acquired, susceptibility to"
chr11	2465914	2870339	KCNQ1	607542	609621	"Short QT syndrome 2"
chr11	2629558	2721224	KCNQ1OT1	604115	130650	"Beckwith-Wiedemann syndrome"
chr20	62037542	62103993	KCNQ2	602235	613720	"Epileptic encephalopathy, early infantile, 7"
chr20	62037542	62103993	KCNQ2	602235	121200	"Myokymia"
chr20	62037542	62103993	KCNQ2	602235	121200	"Seizures, benign neonatal, 1"
chr8	133133108	133493200	KCNQ3	602232	121201	"Seizures, benign neonatal, type 2"
chr1	41249684	41306124	KCNQ4	603537	600101	"Deafness, autosomal dominant 2A"
chr9	138594031	138684992	KCNT1	608167	615005	"Epilepsy, nocturnal frontal lobe, 5"
chr9	138594031	138684992	KCNT1	608167	614959	"Epileptic encephalopathy, early infantile, 14"
chr9	2717502	2730037	KCNV2	607604	610356	"Retinal cone dystrophy 3B"
chr18	24034874	24237365	KCTD1	613420	181270	"Scalp-ear-nipple syndrome"
chr22	37447779	37459430	KCTD17	616386	616398	"Dystonia 26, myoclonic"
chr7	66093868	66276446	KCTD7	611725	611726	"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions"
chr1	23345941	23410182	KDM1A	609132	616728	"Cleft palate, psychomotor retardation, and distinctive facial features"
chrX	53220503	53254604	KDM5C	314690	300534	"Mental retardation, X-linked, syndromic, Claes-Jensen type"
chrX	44732757	44971847	KDM6A	300128	300867	"Kabuki syndrome 2"
chr4	55944644	55991756	KDR	191306	602089	"Hemangioma, capillary infantile, somatic"
chr4	55944644	55991756	KDR	191306	602089	"Hemangioma, capillary infantile, susceptibility to"
chr18	60994959	61034743	KDSR	136440	0	"Lymphoma/leukemia, B-cell, variant"
chr7	142638201	142659768	KEL	613883	110900	"Blood group, Kell"
chr12	91444268	91451760	KERA	603288	217300	"Cornea plana congenita, recessive"
chr6	74072400	74073894	KHDC3L	611687	614293	"Hydatidiform mole, recurrent, 2"
chr2	27309615	27323640	KHK	614058	229800	"Fructosuria"
chr8	126036502	126104082	KIAA0196	610657	220210	"Ritscher-Schinzel syndrome 1"
chr8	126036502	126104082	KIAA0196	610657	603563	"Spastic paraplegia 8, autosomal dominant"
chr6	24544332	24646383	KIAA0319	609269	600202	"Dyslexia, susceptibility to, 2"
chr14	58894103	59015216	KIAA0586	610178	616490	"Joubert syndrome 23"
chr14	58894103	59015216	KIAA0586	610178	616546	"Short-rib thoracic dysplasia 14 with polydactyly"
chrX	73952684	74145282	KIAA2022	300524	300912	"Mental retardation, X-linked 98"
chr10	94353043	94415150	KIF11	148760	152950	"Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation"
chr2	241653181	241759725	KIF1A	601255	614255	"Mental retardation, autosomal dominant 9"
chr2	241653181	241759725	KIF1A	601255	614213	"Neuropathy, hereditary sensory, type IIC"
chr2	241653181	241759725	KIF1A	601255	610357	"Spastic paraplegia 30, autosomal recessive"
chr1	10270863	10441661	KIF1B	605995	256700	"Neuroblastoma, susceptibility to, 1"
chr1	10270863	10441661	KIF1B	605995	171300	"Pheochromocytoma"
chr17	4901243	4931696	KIF1C	603060	611302	"Spastic ataxia 2, autosomal recessive"
chr12	39687030	39837192	KIF21A	608283	135700	"Fibrosis of extraocular muscles, congenital, 1"
chr12	39687030	39837192	KIF21A	608283	135700	"Fibrosis of extraocular muscles, congenital, 3B"
chr16	29802040	29816706	KIF22	121011	149200	"Bart-Pumphrey syndrome"
chr16	29802040	29816706	KIF22	121011	601544	"Deafness, autosomal dominant 3A"
chr16	29802040	29816706	KIF22	121011	220290	"Deafness, autosomal recessive 1A"
chr16	29802040	29816706	KIF22	121011	602540	"Hystrix-like ichthyosis with deafness"
chr16	29802040	29816706	KIF22	121011	148210	"Keratitis-ichthyosis-deafness syndrome"
chr16	29802040	29816706	KIF22	121011	148350	"Keratoderma, palmoplantar, with deafness"
chr16	29802040	29816706	KIF22	603213	603546	"Spondyloepimetaphyseal dysplasia with joint laxity, type 2"
chr16	29802040	29816706	KIF22	121011	124500	"Vohwinkel syndrome"
chr5	61601989	61833076	KIF2A	602591	615411	"Cortical dysplasia, complex, with other brain malformations 3"
chr12	57943781	57980415	KIF5A	602821	604187	"Spastic paraplegia 10, autosomal dominant"
chr2	149632819	149883273	KIF5C	604593	615282	"Cortical dysplasia, complex, with other brain malformations 2"
chr15	90152020	90198682	KIF7	611254	200990	"Acrocallosal syndrome"
chr15	90152020	90198682	KIF7	611254	200990	"Joubert syndrome 12"
chr19	55235969	55378448	KIR3DL1	604946	609423	"AIDS, delayed/rapid progression to"
chr11	126293254	126873355	KIRREL3	607761	612581	"Mental retardation, autosomal dominant 4"
chr19	917287	921015	KISS1R	604161	614837	"Hypogonadotropic hypogonadism 8 with or without anosmia"
chr4	55524085	55606881	KIT	164920	606764	"Gastrointestinal stromal tumor, familial"
chr4	55524085	55606881	KIT	164920	273300	"Germ cell tumors"
chr4	55524085	55606881	KIT	164920	601626	"Leukemia, acute myeloid"
chr4	55524085	55606881	KIT	164920	154800	"Mast cell disease"
chr4	55524085	55606881	KIT	164920	172800	"Piebaldism"
chr12	88886570	88974628	KITLG	184745	616697	"Deafness, congenital, unilateral or asymmetric"
chr12	88886570	88974628	KITLG	184745	145250	"Hyperpigmentation with or without hypopigmentation"
chr12	88886570	88974628	KITLG	184745	611664	"Skin/hair/eye pigmentation 7, blond/brown hair"
chr13	33590207	33640282	KL	604824	0	"Coronary artery disease, susceptibility to"
chr13	33590207	33640282	KL	604824	211900	"Tumoral calcinosis, hyperphosphatemic"
chr11	66024765	66035331	KLC2	611729	609541	"Spastic paraplegia, optic atrophy, and neuropathy"
chr19	12995237	12997995	KLF1	600599	111150	"Blood group--Lutheran inhibitor"
chr19	12995237	12997995	KLF1	600599	613673	"Dyserythropoietic anemia, congenital, type IV"
chr19	12995237	12997995	KLF1	600599	613566	"Hereditary persistence of fetal hemoglobin"
chr2	10182976	10194963	KLF11	603301	610508	"Maturity-onset diabetes of the young, type VII"
chr10	3818188	3827473	KLF6	602053	613659	"Gastric cancer, somatic"
chr10	3818188	3827473	KLF6	601188	0	"Prostate adenocarcinoma"
chr10	3818188	3827473	KLF6	602053	176807	"Prostate cancer, somatic"
chr3	49209044	49213917	KLHDC8B	613169	236000	"Hodgkin lymphoma, susceptibility to"
chr17	39991937	40004636	KLHL10	608778	615081	"Spermatogenic failure 11"
chr5	136953189	137071779	KLHL3	605775	614495	"Pseudohypoaldosteronism, type IID"
chr3	42727011	42734036	KLHL40	615340	615348	"Nemaline myopathy 8, autosomal recessive"
chr2	170366212	170382772	KLHL41	607701	615731	"Nemaline myopathy 9"
chr7	23145353	23217533	KLHL7	611119	612943	"Retinitis pigmentosa 42"
chr19	51322404	51327043	KLK1	147910	615953	"Kallikrein, decreased urinary activity of"
chr19	51358171	51364020	KLK3	229000	612423	"Fletcher factor (prekallikrein) deficiency"
chr19	51409608	51413994	KLK4	603767	204700	"Amelogenesis imperfecta, type IIA1"
chr4	187130133	187179625	KLKB1	229000	612423	"Fletcher factor (prekallikrein) deficiency"
chr10	89618918	89623194	KLLN	612105	615107	"Cowden syndrome 4"
chr11	118307205	118397539	KMT2A	159555	0	"Leukemia, myeloid/lymphoid or mixed-lineage"
chr11	118307205	118397539	KMT2A	159555	605130	"Wiedemann-Steiner syndrome"
chr12	49412758	49453557	KMT2D	602113	147920	"Kabuki syndrome 1"
chr3	186435065	186461743	KNG1	614901	614923	"Branched-chain ketoacid dehydrogenase kinase deficiency"
chr3	186435065	186461743	KNG1	612358	228960	"High molecular weight kininogen deficiency"
chr3	186435065	186461743	KNG1	612358	228960	"Kininogen deficiency"
chr19	47978401	47987525	KPTN	615620	615637	"Mental retardation, autosomal recessive 41"
chr12	25357723	25403870	KRAS	190070	109800	"Bladder cancer, somatic"
chr12	25357723	25403870	KRAS	190070	114480	"Breast cancer, somatic"
chr12	25357723	25403870	KRAS	190070	615278	"Cardiofaciocutaneous syndrome 2"
chr12	25357723	25403870	KRAS	190070	137215	"Gastric cancer, somatic"
chr12	25357723	25403870	KRAS	190070	601626	"Leukemia, acute myeloid"
chr12	25357723	25403870	KRAS	190070	211980	"Lung cancer, somatic"
chr12	25357723	25403870	KRAS	190070	609942	"Noonan syndrome 3"
chr12	25357723	25403870	KRAS	190070	260350	"Pancreatic carcinoma, somatic"
chr12	25357723	25403870	KRAS	190070	614470	"RAS-associated autoimmune leukoproliferative disorder"
chr12	25357723	25403870	KRAS	190070	163200	"Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic"
chr7	91828283	91875480	KRIT1	604214	116860	"Cavernous malformations of CNS and retina"
chr7	91828283	91875480	KRIT1	604214	116860	"Cerebral cavernous malformations-1"
chr7	91828283	91875480	KRIT1	604214	116860	"Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations"
chr12	53068520	53074191	KRT1	139350	113800	"Epidermolytic hyperkeratosis"
chr12	53068520	53074191	KRT1	139350	146590	"Ichthyosis histrix, Curth-Macklin type"
chr12	53068520	53074191	KRT1	139350	607602	"Ichthyosis, cyclic, with epidermolytic hyperkeratosis"
